,Title,genres
1317,Saint Juniper&#39;s Folly,"Fantasy,Paranormal,LGBT,Horror,Young Adult"
1318,The Frangitelli Mirror,Horror
1319,"Dog Man: Mothering Heights (Dog Man, #10)","Childrens,Graphic Novels"
1320,The Perfect Couple,"Suspense,Contemporary,Romance"
1321,The Edge of Sleep,"Fantasy,Horror,Science Fiction"
1322,Kisses and Croissants,Travel
1323,The Tiffany Girls,"History,Art"
1324,Unsheltered,Science
1325,Barefoot Contessa Back to Basics,Cookbooks
1326,"Ouran High School Host Club, Vol. 1 (Ouran High School Host Club, #1)",Manga
1327,나 혼자만 레벨업 5,"Manga,Graphic Novels,Comics"
1328,Musicophilia: Tales of Music and the Brain,Music
1329,Strange Sally Diamond,"Mystery,Suspense,Contemporary,Fiction,Thriller"
1330,Let&#39;s Make Ramen!: A Comic Book Cookbook,Cookbooks
1331,"Essex Dogs (Essex Dogs, #1)",History
1332,"Rocky Mountain Rendezvous (Sisters of the Rockies, #1)",Christian
1333,Star Wars: The High Republic - The Blade,"Graphic Novels,Science Fiction,Comics"
1334,"Seeking Allah, Finding Jesus: A Devout Muslim Encounters Christianity",Christian
1335,When the World Didn&#39;t End: A Memoir,Religion
1336,How To Make The Best Coffee At Home,Cookbooks
1337,"Love, Rosie",Chick Lit
1338,Maeve Fly,Horror
1339,The Nicomachean Ethics,Philosophy
1340,"The Chase (Briar U, #1)",Sports
1341,"My First Cookbook: Fun recipes to cook together . . . with as much mixing, rolling, scrunching, and squishing as possible!",Cookbooks
1342,Their Vicious Games,"Fiction,Thriller,Horror,Young Adult"
1343,Tuesdays with Morrie,"Memoir,Classics,Biography"
1344,The House of Eve,Romance
1345,Do Androids Dream of Electric Sheep?,"Classics,Science Fiction"
1346,"Dragonfly in Amber (Outlander, #2)",Historical Fiction
1347,"The Sweetheart List (Sunrise Cove, #4)",Chick Lit
1348,"The Grumpy Player Next Door (Copper Valley Fireballs, #3)",Sports
1349,Great Circle,Travel
1350,"Scarlet (The Lunar Chronicles, #2)",Young Adult
1351,The Water Keeper (Murphy Shepherd #1),Christian
1352,Bittersweet: How Sorrow and Longing Make Us Whole,"Philosophy,Science"
1353,Bilinmeyen Bir Kadının Mektubu,Classics
1354,A Libertarian Walks Into a Bear: The Utopian Plot to Liberate an American Town,Philosophy
1355,"A Storm of Swords (A Song of Ice and Fire, #3)",Fantasy
1356,Must Love Flowers,"Fiction,Romance,Chick Lit"
1357,"Darkfever (Fever, #1)",Paranormal
1358,Wes &amp; Liz’s College Road Trip,Young Adult
1359,You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Self Help
1360,"Claws and Contrivances (Regency Dragons, #2)",Historical Fiction
1361,The Light We Carry: Overcoming in Uncertain Times,"Memoir,Self Help"
1362,"Darkly Dreaming Dexter (Dexter, #1)",Crime
1363,"Fruits Basket, Vol. 3",Manga
1364,How to Kiss Your Best Friend (Hawthorne Brothers #1),Sports
1365,Camden,Sports
1366,Forager: Field Notes for Surviving a Family Cult,Religion
1367,青のフラッグ 5 [Ao no Flag 5],Manga
1368,The Glass Château,"Historical Fiction,Art"
1369,"Shadow Me (Shatter Me, #4.5)","Romance,Science Fiction"
1370,Heatwave,LGBT
1371,"Walking with Sam: A Father, a Son, and Five Hundred Miles Across Spain","Memoir,Travel,Biography"
1372,"Still Life (Chief Inspector Armand Gamache, #1)",Mystery
1373,"Charlotte Illes Is Not a Detective (Not a Detective Mysteries, #1)","LGBT,Mystery,Humor"
1374,"Cherishing the Cowgirl (Colorado Cowgirls, #2)",Historical Fiction
1375,The Hating Game,"Contemporary,Romance,Chick Lit"
1376,"A Lie for a Lie (All In, #1)",Sports
1377,The Traitor Beside Her,Suspense
1378,"Nightwing, Vol. 1: Leaping into the Light",Comics
1379,Mostly Plants: 101 Delicious Flexitarian Recipes from the Pollan Family,Cookbooks
1380,Summer Rental,Young Adult
1381,"Only One Mistake (Only One, #6)",Sports
1382,The E-myth Revisited,Business
1383,君は放課後インソムニア 13 [Kimi wa Hōkago Insomnia 13],Manga
1384,The Masterpiece,"Christian,Art"
1385,"Perełka. Część 2 (Rodzina Monet, #3B)",Young Adult
1386,History Is All You Left Me,LGBT
1387,Girls of Little Hope,Horror
1388,Flaunt,Humor
1389,A Visit from the Goon Squad,Music
1390,Anger Bang,Romance
1391,The Demon-Haunted World: Science as a Candle in the Dark,Science
1392,Flour Water Salt Yeast: The Fundamentals of Artisan Bread and Pizza [A Cookbook],Cookbooks
1393,We&#39;re All Monsters Here,Horror
1394,"The Vanderbeekers and the Hidden Garden (The Vanderbeekers, #2)",Childrens
1395,My Daughter&#39;s Boyfriend,"Fiction,Suspense,Thriller,Mystery"
1396,The Facemaker,Science
1397,A Billion Years: My Escape From a Life in the Highest Ranks of Scientology,Religion
1398,The Outsider,"Paranormal,Horror,Mystery"
1399,Junker Seven,Science Fiction
1400,A Tale of Two Cities,Classics
1401,The Art of Happiness,Spirituality
1402,They&#39;re Going to Love You,Art
1403,I'm with the Band: Confessions of a Groupie,Music
1404,Meant to Be,"Historical Fiction,Chick Lit"
1405,Dead Eleven,"Fantasy,Thriller,Horror,Mystery"
1406,The Wim Hof Method: Activate Your Full Human Potential,"Philosophy,Science"
1407,"The Three-Body Problem (Remembrance of Earth’s Past, #1)",Science Fiction
1408,Scorched Grace,Religion
1409,A Fatal Groove (Record Shop Mystery #2),"Music,Contemporary,Mystery"
1410,White Noise (Caffeine Daydreams #1),Music
1411,"Jacques Pépin Art of the Chicken: A Master Chef&#39;s Paintings, Stories, and Recipes of the Humble Bird",Cookbooks
1412,On Earth We&#39;re Briefly Gorgeous,Memoir
1413,On the Shore (Cottonwood Cove #3),"Sports,Contemporary,Romance"
1414,The Emperor&#39;s Sword: Pre-order the brand new adventure in the Chivalry series!,Historical Fiction
1415,Miss Benson&#39;s Beetle,Travel
1416,"A Sign of Affection, Vol. 1",Manga
1417,Maybe There Are Witches,Young Adult
1418,A Place for Us: A Memoir,"LGBT,Biography,Nonfiction,History,Memoir"
1419,I Am Malala: The Story of the Girl Who Stood Up for Education and Was Shot by the Taliban,"Memoir,Nonfiction,Biography"
1420,Call the Canaries Home,"Chick Lit,Suspense,Contemporary,Fiction,Thriller"
1421,The Dirt: Confessions of the World's Most Notorious Rock Band,Music
1422,The Catcher in the Rye,"Fiction,Classics"
1423,"Fire &amp; Fate (Villains, #10)","Fantasy,Young Adult"
1424,"The Traitor (Covenant of Steel, #3)",Fantasy
1425,"A Deal with the Elf King (Married to Magic, #1)",Paranormal
1426,Inside Out,Biography
1427,The Five Dysfunctions of a Team: A Leadership Fable,Business
1428,The Couples Trip,Travel
1429,"The King&#39;s Pleasure (Tudor Rose, #2)",Biography
1430,Redeeming Love,Christian
1431,Are You Afraid of the Dark?,Horror
1432,"If You Tell: A True Story of Murder, Family Secrets, and the Unbreakable Bond of Sisterhood","Crime,Horror"
1433,Run on Red,"Suspense,Crime,Horror"
1434,"Legacy of the Lost (Atlantis Legacy, #1)",Young Adult
1435,City of Stolen Magic,Childrens
1436,Hello Beautiful,"Contemporary,Romance"
1437,The Quiet Part Out Loud,"Contemporary,Young Adult"
1438,Can't Stop Won't Stop: A History of the Hip-Hop Generation,Music
1439,Survive the Night,"Horror,Mystery"
1440,"The Other Boleyn Girl (The Plantagenet and Tudor Novels, #9)",Historical Fiction
1441,Side Trip,Travel
1442,'Salem's Lot,Horror
1443,"Traveling with Gentlemen (Tempting Monsters, #1.1)",Paranormal
1444,"ブルーピリオド 6 (Blue Period., #6)",Art
1445,The Hotel Nantucket,"Contemporary,Historical Fiction"
1446,"Two Graves, Vol. 1","Graphic Novels,Comics"
1447,Super Attractor: Methods for Manifesting a Life beyond Your Wildest Dreams,"Business,Spirituality"
1448,Yumi and the Nightmare Painter,"Fiction,Romance"
1449,Greenlights,"Memoir,Philosophy,Biography"
1450,"Fruits Basket, Vol. 4",Manga
1451,"Garden of the Cursed (Garden of the Cursed, #1)","Fantasy,LGBT,Mystery,Young Adult"
1452,A Chance Inheritance,Chick Lit
1453,History of the Peloponnesian War,History
1454,A Grief Observed,Christian
1455,"Poison Ivy, Vol. 1: The Virtuous Cycle",Graphic Novels
1456,The Name of the Rose,Historical Fiction
1457,"A Hunger Like No Other (Immortals After Dark, #1)",Paranormal
1458,"The Trial and Death of Socrates (Euthyphro, Apology, Crito, Phaedo)",Philosophy
1459,"Shopaholic and Sister (Shopaholic, #4)",Chick Lit
1460,The Spaceship in the Stone (The Space Legacy #1),Science Fiction
1461,Orphan Train,Historical Fiction
1462,The Mountain Is You: Transforming Self-Sabotage Into Self-Mastery,"Psychology,Spirituality,Self Help"
1463,All the Skills 2 (All the Skills #2),"Fantasy,Young Adult"
1464,"The Archive Undying (The Downworld Sequence, #1)","Fantasy,Science Fiction,LGBT"
1465,"Cooking at Home: Or, How I Learned to Stop Worrying About Recipes (And Love My Microwave): A Cookbook",Cookbooks
1466,Tell Me How This Ends,"Mystery,Historical Fiction"
1467,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch","Fantasy,Humor"
1468,Know My Name,Memoir
1469,The Places That Scare You: A Guide to Fearlessness in Difficult Times,Spirituality
1470,The World Played Chess,History
1471,No-Nonsense Buddhism for Beginners: Clear Answers to Burning Questions About Core Buddhist Teachings,Philosophy
1472,Camera Lucida: Reflections on Photography,Art
1473,葬送のフリーレン 8 [Sōsō no Frieren 8],"Graphic Novels,Comics"
1474,Man's Search for Meaning,"Spirituality,Biography,Philosophy,Nonfiction,Self Help,History,Memoir"
1475,In a Sunburned Country,Travel
1476,"The Eagle and The Lion: Rome, Persia, and an Unwinnable Conflict",History
1477,The Surgeon,"Fiction,Suspense,Thriller,Mystery"
1478,SAKAMOTO DAYS 9,Manga
1479,The Story of Philosophy: The Lives and Opinions of the World's Greatest Philosophers,Philosophy
1480,La teoría de los archipiélagos,LGBT
1481,Love Does: Discover a Secretly Incredible Life in an Ordinary World,Christian
1482,Blue Ocean Strategy: How to Create Uncontested Market Space and Make the Competition Irrelevant,Business
1483,The Long Ago,"Crime,Mystery"
1484,The Grieving Brain: The Surprising Science of How We Learn from Love and Loss,Spirituality
1485,Then She Was Gone,"Suspense,Thriller"
1486,The Beasts of Paris,Historical Fiction
1487,The Lost Library,Childrens
1488,The Scarlet Letter,Classics
1489,Companion Piece,Art
1490,Qui a tué mon père,LGBT
1491,Ethera Grave,Science Fiction
1492,The Right Player,Sports
1493,Nausea,Philosophy
1494,Half-Blown Rose,Art
1495,Y/N,Music
1496,The Mixtape,Music
1497,August Blue,"Music,Travel"
1498,The Body in the Library,Mystery
1499,"It Happened One Summer (Bellinger Sisters, #1)",Romance
1500,"The Sweet Remnants of Summer (Isabel Dalhousie, #14)",Philosophy
1501,Flowerheart,LGBT
1502,"Imagine Me (Shatter Me, #6)",Romance
1503,The Long Hard Road Out of Hell,Music
1504,Stiff: The Curious Lives of Human Cadavers,"Nonfiction,Science"
1505,On Becoming a Person: A Therapist's View of Psychotherapy,Psychology
1506,The Book You Wish Your Parents Had Read,"Psychology,Self Help"
1507,Onside Play,Sports
1508,"Drive to Feel Alive (Formula Q, #2)",Sports
1509,Scoring Wilder,Sports
1510,チェンソーマン 7 [Chainsaw Man 7],Manga
1511,Fing,Childrens
1512,Treasure Island,Classics
1513,10 Minutes 38 Seconds in This Strange World,LGBT
1514,With Every Memory,"Contemporary,Christian"
1515,Lost in Time,Fantasy
1516,Flamer,Comics
1517,Sorrow and Bliss,Psychology
1518,Quit: The Power of Knowing When to Walk Away,"Business,Philosophy"
1519,"An Heir Comes to Rise (An Heir Comes to Rise, #1)",Young Adult
1520,Dog Man: Twenty Thousand Fleas Under the Sea (Dog Man #11),"Humor,Childrens,Comics"
1521,"The Sisterhood of the Traveling Pants (Sisterhood, #1)",Chick Lit
1522,Night Sky with Exit Wounds,Poetry
1523,The Twisted Ones: An Afk Book (Five Nights at Freddy&#39;s Graphic Novel 2): Volume 2,Childrens
1524,Fog of War (The Last Hunter #8),Science Fiction
1525,She Drives Me Crazy,Sports
1526,"City of Glass (The Mortal Instruments, #3)","Paranormal,Young Adult"
1527,The Metamorphosis,Classics
1528,The Extraordinary Life of Sam Hell,Contemporary
1529,The Deja Glitch,Science Fiction
1530,Fire Strike (Oregon Files #17),Mystery
1531,"The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1)","Fiction,Science Fiction,Humor"
1532,"Rogue Darkness (Immortal Guardians, #12)",Paranormal
1533,Zealot: The Life and Times of Jesus of Nazareth,Religion
1534,Brave New World,"Fiction,Classics,Science Fiction"
1535,Vincent Van Gogh: The Complete Paintings,Art
1536,The Launch Party,Crime
1537,Horse,Art
1538,"Miss Peregrine's Home for Peculiar Children (Miss Peregrine's Peculiar Children, #1)","Paranormal,Young Adult"
1539,Misery,"Suspense,Thriller,Horror"
1540,"Legendary (Caraval, #2)","Fantasy,Romance"
1541,"A Voice in the Wind (Mark of the Lion, #1)",Christian
1542,Everyone&#39;s Table: A James Beard Award Winner,Cookbooks
1543,"I Take My Coffee Black: Reflections on Tupac, Musical Theater, Faith, and Being Black in America","Religion,Spirituality"
1544,Games People Play,Psychology
1545,The Bird Hotel,Travel
1546,The House Across the Lake,"Paranormal,Thriller,Horror"
1547,"The Raging Storm (Warriors: A Vision of Shadows, #6)",Childrens
1548,Deadpool by Alyssa Wong Vol. 1 (Deadpool (2022-)),"Graphic Novels,Comics"
1549,A Terrible Kindness,Music
1550,The Time Machine,Science Fiction
1551,The Art Spirit,Art
1552,ワンパンマン 28 [One Punch Man 28],Humor
1553,My Happy Marriage 04,"Manga,Graphic Novels"
1554,All the Beauty in the World: The Metropolitan Museum of Art and Me,"History,Memoir"
1555,The Pathless Path: Imagining a New Story For Work and Life,"Psychology,Business,Philosophy,Nonfiction,Self Help"
1556,Kala,"Mystery,Suspense,Contemporary,Fiction,Crime,Thriller"
1557,I Want to Be Spaghetti!,Childrens
1558,"The Bullet That Missed (Thursday Murder Club, #3)",Crime
1559,"Wherever You Go, There You Are: Mindfulness Meditation in Everyday Life",Spirituality
1560,Winter&#39;s Rise (Winter Black #4),"Paranormal,Historical Fiction"
1561,"Things Fall Apart (The African Trilogy, #1)",Classics
1562,Like Honey for the Bones,"Suspense,Romance,Mystery"
1563,The Power of Now: A Guide to Spiritual Enlightenment,"Spirituality,Self Help"
1564,"Good Girl, Bad Blood (A Good Girl&#39;s Guide to Murder, #2)","Thriller,Mystery"
1565,The Burnout Generation,Business
1566,"The Ultimate Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1-5)",Humor
1567,Fatal Legacy,"Mystery,Historical Fiction"
1568,Romeo and Juliet,"Classics,Romance"
1569,Suffer the Darkness,Horror
1570,Happy People Are Annoying,Nonfiction
1571,The Book Eaters,Horror
1572,"Glossy: Ambition, Beauty, and the Inside Story of Emily Weiss&#39;s Glossier","Business,Nonfiction"
1573,"The Lost Symbol (Robert Langdon, #3)","Suspense,Thriller,Mystery"
1574,"Locke & Key, Vol. 1: Welcome to Lovecraft","Graphic Novels,Comics"
1575,Mark of the Fool 4 (Mark of the Fool #4),Fantasy
1576,This Is Your Brain on Music: The Science of a Human Obsession,Music
1577,ADHD 2.0 : New Science and Essential Strategies for Thriving with Distraction—From Childhood Through Adulthood,Science
1578,How the Penguins Saved Veronica (Veronica McCreedy #1),Travel
1579,The Sandman Vol. 10: The Wake,Comics
1580,The Girl on the Train,"Suspense,Crime,Thriller,Mystery"
1581,The Candid Life of Meena Dave,Chick Lit
1582,The Unofficial Studio Ghibli Cookbook: 50+ Delicious Recipes Inspired by Your Favorite Japanese Animated Films,Cookbooks
1583,Cat&#39;s Cradle,Classics
1584,"Limitless: Upgrade Your Brain, Learn Anything Faster, and Unlock Your Exceptional Life","Business,Science"
1585,Incognito,Music
1586,Somebody&#39;s Daughter,"Memoir,Nonfiction"
1587,"The Tea Dragon Society (Tea Dragon, #1)",Graphic Novels
1588,Moneyball: The Art of Winning an Unfair Game,Sports
1589,"Crazy Rich Asians (Crazy Rich Asians, #1)","Contemporary,Chick Lit"
1590,Countdown (Extreme Measures #4),Christian
1591,Pale Blue Dot: A Vision of the Human Future in Space,Science
1592,Murder in the Book Lover&#39;s Loft (A Book Retreat Mystery #9),Mystery
1593,Business Model Generation,Business
1594,"Spy×Family 3 (SpyxFamily, #3)","Manga,Comics"
1595,She Started It,"Travel,Chick Lit,Suspense,Contemporary,Fiction,Crime,Thriller"
1596,"Mischief Nights are Murder (A Poppy McAllister Mystery, #8)",Paranormal
1597,The Little Venice Bookshop,Travel
1598,"A Cowboy for Keeps (Colorado Cowboys, #1)",Christian
1599,Fahrenheit 451,"Fiction,Classics,Science Fiction"
1600,"The Devil Wears Prada (The Devil Wears Prada, #1)",Chick Lit
1601,The Murders at Fleat House,"Suspense,Crime"
1602,"Kimi ni Todoke: From Me to You, Vol. 1",Manga
1603,魔都精兵のスレイブ 13 [Mato Seihei no Slave 13],Manga
1604,"The Ex Hex (The Ex Hex, #1)","Fantasy,Paranormal,Chick Lit"
1605,Regretting You,"Romance,Chick Lit"
1606,"The Bourne Identity (Jason Bourne, #1)",Thriller
1607,Martina Has Too Many Tías,Childrens
1608,"JACKAL, JACKAL: Tales of the Dark and Fantastic",Horror
1609,"Unbroken: A World War II Story of Survival, Resilience and Redemption","History,Nonfiction,Biography"
1610,The Butterfly Circle,Historical Fiction
1611,"Something is Killing the Children, Vol. 1",Comics
